0,6.31041e-01,1.62413e+01,2.89516e+00,2.61560e+00,2.84942e+00,2.72659e+00,2.49545e+00,2.97462e+00,2.83303e+00,2.90671e+00,2.77353e+00,2.62357e+00
5,6.31041e-01,1.61244e+01,2.88054e+00,2.59864e+00,2.75288e+00,2.68306e+00,2.48239e+00,3.00520e+00,2.82871e+00,2.88391e+00,2.71095e+00,2.62206e+00
10,6.31041e-01,1.60436e+01,2.85799e+00,2.59413e+00,2.69206e+00,2.69306e+00,2.46482e+00,2.98307e+00,2.82690e+00,2.88167e+00,2.67438e+00,2.60214e+00
15,6.31041e-01,1.59076e+01,2.81748e+00,2.58990e+00,2.68521e+00,2.71171e+00,2.45356e+00,2.95254e+00,2.82847e+00,2.87244e+00,2.67005e+00,2.58430e+00
20,6.31041e-01,1.59020e+01,2.80529e+00,2.58556e+00,2.69919e+00,2.69437e+00,2.44457e+00,2.94449e+00,2.82986e+00,2.86603e+00,2.68187e+00,2.57243e+00
25,6.31041e-01,1.58925e+01,2.81176e+00,2.57644e+00,2.73220e+00,2.67528e+00,2.44175e+00,2.92782e+00,2.83488e+00,2.86335e+00,2.68624e+00,2.56755e+00
30,6.31041e-01,1.58293e+01,2.79723e+00,2.56862e+00,2.75807e+00,2.65124e+00,2.44050e+00,2.90152e+00,2.84182e+00,2.86021e+00,2.68377e+00,2.56405e+00
35,6.31041e-01,1.58255e+01,2.79011e+00,2.57709e+00,2.77196e+00,2.63787e+00,2.43854e+00,2.86424e+00,2.83210e+00,2.85447e+00,2.68692e+00,2.56744e+00
40,6.31041e-01,1.58067e+01,2.77929e+00,2.58715e+00,2.77344e+00,2.63735e+00,2.44119e+00,2.85029e+00,2.81065e+00,2.84181e+00,2.67386e+00,2.56950e+00
45,6.31041e-01,1.58023e+01,2.76482e+00,2.59711e+00,2.76793e+00,2.64217e+00,2.44512e+00,2.85034e+00,2.79490e+00,2.83787e+00,2.65367e+00,2.56760e+00
50,6.31041e-01,1.57761e+01,2.75579e+00,2.59556e+00,2.78804e+00,2.65519e+00,2.44672e+00,2.85105e+00,2.78815e+00,2.83275e+00,2.64015e+00,2.55359e+00
55,6.31041e-01,1.57878e+01,2.76253e+00,2.57821e+00,2.79611e+00,2.65185e+00,2.44628e+00,2.83943e+00,2.78753e+00,2.82164e+00,2.63753e+00,2.54322e+00
60,6.31041e-01,1.57877e+01,2.76633e+00,2.57323e+00,2.78343e+00,2.65919e+00,2.44800e+00,2.82083e+00,2.77316e+00,2.80479e+00,2.63648e+00,2.54106e+00
65,6.31041e-01,1.57859e+01,2.76955e+00,2.58083e+00,2.77881e+00,2.67023e+00,2.45078e+00,2.81007e+00,2.76442e+00,2.78750e+00,2.63746e+00,2.53982e+00
70,6.31041e-01,1.58381e+01,2.77688e+00,2.59660e+00,2.75368e+00,2.66686e+00,2.45340e+00,2.79497e+00,2.75730e+00,2.77561e+00,2.63120e+00,2.53747e+00
75,6.31041e-01,1.58641e+01,2.78453e+00,2.59309e+00,2.72942e+00,2.67718e+00,2.45286e+00,2.78293e+00,2.75181e+00,2.77571e+00,2.63513e+00,2.53047e+00
80,6.31041e-01,1.58841e+01,2.78835e+00,2.58970e+00,2.71318e+00,2.68031e+00,2.44860e+00,2.78744e+00,2.77435e+00,2.78035e+00,2.65331e+00,2.53301e+00
85,6.31041e-01,1.58807e+01,2.78473e+00,2.58900e+00,2.70488e+00,2.67484e+00,2.44686e+00,2.81136e+00,2.78110e+00,2.78431e+00,2.68280e+00,2.53849e+00
90,6.31041e-01,1.58695e+01,2.78163e+00,2.59210e+00,2.70565e+00,2.69197e+00,2.44793e+00,2.85414e+00,2.77483e+00,2.77038e+00,2.69557e+00,2.54335e+00
95,6.31041e-01,1.58147e+01,2.76504e+00,2.59513e+00,2.71368e+00,2.69479e+00,2.44706e+00,2.88740e+00,2.78479e+00,2.75038e+00,2.71056e+00,2.53821e+00
100,6.31041e-01,1.57523e+01,2.74905e+00,2.59100e+00,2.72431e+00,2.69056e+00,2.44728e+00,2.92012e+00,2.76173e+00,2.75268e+00,2.70155e+00,2.52489e+00
105,6.31041e-01,1.57295e+01,2.74252e+00,2.58086e+00,2.73937e+00,2.66566e+00,2.44603e+00,2.91032e+00,2.76181e+00,2.75841e+00,2.68839e+00,2.52283e+00
110,6.31041e-01,1.57040e+01,2.73018e+00,2.57199e+00,2.76834e+00,2.65735e+00,2.44574e+00,2.88325e+00,2.76619e+00,2.76074e+00,2.67916e+00,2.52752e+00
115,6.31041e-01,1.56999e+01,2.72456e+00,2.56068e+00,2.74880e+00,2.64701e+00,2.45034e+00,2.85410e+00,2.77774e+00,2.75922e+00,2.67443e+00,2.53501e+00
120,6.31041e-01,1.56984e+01,2.71948e+00,2.55491e+00,2.73548e+00,2.63499e+00,2.45413e+00,2.81677e+00,2.79848e+00,2.76390e+00,2.67352e+00,2.54387e+00
125,6.31041e-01,1.56947e+01,2.71632e+00,2.56261e+00,2.73696e+00,2.62904e+00,2.45341e+00,2.77034e+00,2.80678e+00,2.77851e+00,2.64983e+00,2.55010e+00
130,6.31041e-01,1.56930e+01,2.71656e+00,2.56726e+00,2.74031e+00,2.63838e+00,2.45343e+00,2.75771e+00,2.81238e+00,2.78865e+00,2.64660e+00,2.54892e+00
135,6.31041e-01,1.56948e+01,2.72039e+00,2.56429e+00,2.73819e+00,2.64468e+00,2.45225e+00,2.76035e+00,2.82578e+00,2.79124e+00,2.64080e+00,2.53352e+00
140,6.31041e-01,1.56811e+01,2.71732e+00,2.56854e+00,2.72824e+00,2.64464e+00,2.45228e+00,2.77720e+00,2.82659e+00,2.78422e+00,2.64873e+00,2.53009e+00
145,6.31041e-01,1.56775e+01,2.71555e+00,2.57875e+00,2.71239e+00,2.64011e+00,2.45030e+00,2.79304e+00,2.81985e+00,2.77474e+00,2.66195e+00,2.53574e+00
150,6.31041e-01,1.56733e+01,2.71391e+00,2.57677e+00,2.70537e+00,2.63132e+00,2.44636e+00,2.80403e+00,2.81470e+00,2.77368e+00,2.66241e+00,2.53605e+00
155,6.31041e-01,1.56832e+01,2.72034e+00,2.57450e+00,2.70463e+00,2.62744e+00,2.44478e+00,2.81017e+00,2.80745e+00,2.77949e+00,2.65319e+00,2.55018e+00
160,6.31041e-01,1.56826e+01,2.71942e+00,2.57779e+00,2.70360e+00,2.62570e+00,2.44368e+00,2.78706e+00,2.79668e+00,2.76885e+00,2.63561e+00,2.55209e+00
165,6.31041e-01,1.56996e+01,2.72827e+00,2.59672e+00,2.70039e+00,2.61769e+00,2.44989e+00,2.78187e+00,2.79716e+00,2.75881e+00,2.61876e+00,2.53846e+00
170,6.31041e-01,1.57295e+01,2.74549e+00,2.61531e+00,2.69479e+00,2.61353e+00,2.45383e+00,2.79222e+00,2.78944e+00,2.76471e+00,2.60333e+00,2.53404e+00
175,6.31041e-01,1.57407e+01,2.75278e+00,2.61584e+00,2.69373e+00,2.61658e+00,2.45293e+00,2.80070e+00,2.78205e+00,2.77156e+00,2.59594e+00,2.54269e+00
180,6.31041e-01,1.57461e+01,2.75429e+00,2.60875e+00,2.70173e+00,2.61694e+00,2.44904e+00,2.82154e+00,2.76577e+00,2.77028e+00,2.59492e+00,2.53834e+00
185,6.31041e-01,1.57544e+01,2.75738e+00,2.60293e+00,2.72649e+00,2.60563e+00,2.44384e+00,2.86219e+00,2.75451e+00,2.76992e+00,2.59596e+00,2.55180e+00
190,6.31041e-01,1.57464e+01,2.75332e+00,2.58428e+00,2.73664e+00,2.59177e+00,2.44093e+00,2.87289e+00,2.75453e+00,2.77265e+00,2.58978e+00,2.56804e+00
195,6.31041e-01,1.57542e+01,2.75518e+00,2.56985e+00,2.73555e+00,2.59643e+00,2.44646e+00,2.88797e+00,2.75720e+00,2.78773e+00,2.60237e+00,2.56787e+00
200,6.31041e-01,1.57509e+01,2.75012e+00,2.56228e+00,2.74382e+00,2.60143e+00,2.45473e+00,2.89769e+00,2.75972e+00,2.80211e+00,2.62725e+00,2.56623e+00
205,6.31041e-01,1.57937e+01,2.75955e+00,2.55871e+00,2.74422e+00,2.59865e+00,2.45764e+00,2.88077e+00,2.76785e+00,2.80397e+00,2.64383e+00,2.55506e+00
210,6.31041e-01,1.58336e+01,2.77424e+00,2.57184e+00,2.75173e+00,2.60243e+00,2.45532e+00,2.85493e+00,2.76652e+00,2.80739e+00,2.65323e+00,2.54735e+00
215,6.31041e-01,1.58577e+01,2.78898e+00,2.57583e+00,2.76383e+00,2.61351e+00,2.45428e+00,2.84482e+00,2.76969e+00,2.81014e+00,2.65792e+00,2.53530e+00
220,6.31041e-01,1.58021e+01,2.77897e+00,2.58370e+00,2.77801e+00,2.62450e+00,2.45293e+00,2.83161e+00,2.77282e+00,2.79432e+00,2.65946e+00,2.51947e+00
225,6.31041e-01,1.57445e+01,2.76466e+00,2.57391e+00,2.79232e+00,2.63768e+00,2.44704e+00,2.81910e+00,2.76520e+00,2.77633e+00,2.65884e+00,2.52044e+00
230,6.31041e-01,1.57088e+01,2.74971e+00,2.56166e+00,2.80529e+00,2.66774e+00,2.43812e+00,2.84507e+00,2.75312e+00,2.76387e+00,2.65859e+00,2.51945e+00
235,6.31041e-01,1.57074e+01,2.75738e+00,2.56657e+00,2.80367e+00,2.68345e+00,2.43322e+00,2.85697e+00,2.74968e+00,2.74671e+00,2.66100e+00,2.51469e+00
240,6.31041e-01,1.57061e+01,2.74817e+00,2.55336e+00,2.79814e+00,2.67832e+00,2.43423e+00,2.84762e+00,2.76795e+00,2.75025e+00,2.67662e+00,2.51783e+00
245,6.31041e-01,1.57319e+01,2.75673e+00,2.54651e+00,2.79434e+00,2.66719e+00,2.44260e+00,2.83572e+00,2.79345e+00,2.76612e+00,2.66628e+00,2.52913e+00
250,6.31041e-01,1.57187e+01,2.75440e+00,2.55210e+00,2.78452e+00,2.65662e+00,2.44682e+00,2.82995e+00,2.80324e+00,2.77853e+00,2.64849e+00,2.53501e+00
255,6.31041e-01,1.57066e+01,2.73520e+00,2.55854e+00,2.76199e+00,2.65990e+00,2.45049e+00,2.82361e+00,2.78362e+00,2.79052e+00,2.63524e+00,2.53930e+00
260,6.31041e-01,1.56943e+01,2.71786e+00,2.57292e+00,2.74971e+00,2.66990e+00,2.44641e+00,2.84371e+00,2.77653e+00,2.77855e+00,2.63239e+00,2.53295e+00
