0,1.27744e+00,7.64683e+00,1.23171e-01,4.99393e-01,5.04224e-01,4.98984e-01,5.20353e-01,5.59675e-01,5.39036e-01,5.39645e-01,5.19032e-01,5.37426e-01,5.11594e-01
100,1.27744e+00,5.67957e+00,5.04538e+00,5.46091e-01,4.91001e-01,5.55295e-01,5.20078e-01,5.01206e-01,5.42254e-01,5.60586e-01,5.43334e-01,5.37145e-01,5.29121e-01
200,1.27744e+00,5.65960e+00,2.52997e+01,5.53147e-01,4.89501e-01,6.00190e-01,5.13852e-01,4.93095e-01,5.36470e-01,5.44862e-01,5.35132e-01,5.37205e-01,5.22270e-01
300,1.27744e+00,5.65738e+00,2.75430e+01,5.50643e-01,4.87472e-01,6.14495e-01,5.07764e-01,4.87167e-01,5.30180e-01,5.34325e-01,5.27137e-01,5.35278e-01,5.17102e-01
400,1.27744e+00,5.65774e+00,2.73688e+01,5.48141e-01,4.88718e-01,6.15563e-01,5.04463e-01,4.87046e-01,5.25264e-01,5.26694e-01,5.20628e-01,5.32262e-01,5.16819e-01
500,1.27744e+00,5.65842e+00,2.62824e+01,5.46975e-01,4.87617e-01,6.11061e-01,5.01286e-01,4.83710e-01,5.19142e-01,5.22467e-01,5.15733e-01,5.30178e-01,5.12700e-01
600,1.27744e+00,5.65924e+00,2.48173e+01,5.44411e-01,4.86301e-01,6.08730e-01,4.99421e-01,4.82042e-01,5.14468e-01,5.23109e-01,5.16162e-01,5.27615e-01,5.11751e-01
700,1.27744e+00,5.65815e+00,2.62821e+01,5.46031e-01,4.85572e-01,6.03768e-01,4.98689e-01,4.80033e-01,5.09345e-01,5.22674e-01,5.14886e-01,5.26905e-01,5.12290e-01
800,1.27744e+00,5.65393e+00,2.63887e+01,5.43034e-01,4.85250e-01,6.03013e-01,4.98008e-01,4.78974e-01,5.04719e-01,5.24158e-01,5.13064e-01,5.27504e-01,5.13334e-01
900,1.27744e+00,5.65256e+00,2.83973e+01,5.41283e-01,4.85145e-01,5.99068e-01,4.98842e-01,4.78095e-01,5.06908e-01,5.24489e-01,5.13171e-01,5.27714e-01,5.12669e-01
1000,1.27744e+00,5.65651e+00,2.63743e+01,5.42059e-01,4.85180e-01,5.97658e-01,4.97395e-01,4.77420e-01,5.04205e-01,5.21674e-01,5.08909e-01,5.27994e-01,5.11944e-01
1100,1.27744e+00,5.65569e+00,2.69117e+01,5.40406e-01,4.88413e-01,5.93427e-01,4.97209e-01,4.76948e-01,5.01511e-01,5.18546e-01,5.08015e-01,5.29561e-01,5.11802e-01
1200,1.27744e+00,5.65420e+00,2.64801e+01,5.38517e-01,4.82610e-01,5.88362e-01,4.98297e-01,4.76568e-01,4.98934e-01,5.19384e-01,5.05648e-01,5.30899e-01,5.11847e-01
1300,1.27744e+00,5.65840e+00,3.02521e+01,5.40569e-01,4.83320e-01,5.86627e-01,4.97917e-01,4.76281e-01,4.96659e-01,5.16387e-01,5.09217e-01,5.32492e-01,5.09090e-01
1400,1.27744e+00,5.65720e+00,2.66567e+01,5.39660e-01,4.83892e-01,5.80550e-01,4.96884e-01,4.76052e-01,4.94691e-01,5.15875e-01,5.10306e-01,5.34028e-01,5.17118e-01
1500,1.27744e+00,5.65553e+00,2.57306e+01,5.38380e-01,4.83694e-01,5.78942e-01,4.95282e-01,4.75924e-01,4.92914e-01,5.18803e-01,5.09119e-01,5.35151e-01,5.11753e-01
1600,1.27744e+00,5.65561e+00,2.39688e+01,5.37161e-01,4.83431e-01,5.82442e-01,4.96728e-01,4.75778e-01,4.91228e-01,5.20988e-01,5.09005e-01,5.36545e-01,5.09348e-01
1700,1.27744e+00,5.65604e+00,2.72719e+01,5.37031e-01,4.83988e-01,5.82388e-01,4.98053e-01,4.75713e-01,4.89667e-01,5.24517e-01,5.10267e-01,5.37767e-01,5.09478e-01
1800,1.27744e+00,5.65610e+00,2.30716e+01,5.38652e-01,4.83771e-01,5.84207e-01,4.97177e-01,4.75645e-01,4.88423e-01,5.27896e-01,5.09905e-01,5.39877e-01,5.12140e-01
1900,1.27744e+00,5.65211e+00,2.15512e+01,5.35296e-01,4.83423e-01,5.83655e-01,4.96548e-01,4.75612e-01,4.87404e-01,5.23793e-01,5.10479e-01,5.40124e-01,5.15055e-01
2000,1.27744e+00,5.65183e+00,2.09341e+01,5.34989e-01,4.83552e-01,5.83179e-01,4.95645e-01,4.75588e-01,4.86491e-01,5.27193e-01,5.10228e-01,5.40297e-01,5.14944e-01
2100,1.27744e+00,5.65073e+00,2.47527e+01,5.31127e-01,4.83802e-01,5.80271e-01,4.98508e-01,4.75539e-01,4.86167e-01,5.24252e-01,5.07306e-01,5.40200e-01,5.16561e-01
2200,1.27744e+00,5.65151e+00,2.38952e+01,5.32983e-01,4.83376e-01,5.79565e-01,4.98455e-01,4.75554e-01,4.85521e-01,5.23369e-01,5.09871e-01,5.40876e-01,5.11209e-01
